SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
101649,Cash loans,M,Y,N,0,180000,267102,27499.5,247500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-15677,-5857,-3670,-827,7,1,1,0,1,0,0,Low-skill Laborers,2,2,1,THURSDAY,8,0,0,0,0,0,0,Business Entity Type 2,0.212666632,0.23036488,0.448962273,1,0.0923,0.9935,0.9116,0.036,0.16,0.1379,0.3333,0.375,0.0794,0.1177,0.1589,0.0039,0.0151,1,0.0958,0.9935,0.9151,0.0363,0.1611,0.1379,0.3333,0.375,0.0812,0.1286,0.1655,0.0039,0.016,1,0.0923,0.9935,0.9128,0.0362,0.16,0.1379,0.3333,0.375,0.0807,0.1197,0.1617,0.0039,0.0154,reg oper account,block of flats,0.1491,Panel,No,7,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
101650,Cash loans,F,N,N,0,126000,245268,19507.5,202500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.014464,-13504,-1310,-6967,-5267,,1,1,1,1,0,0,Sales staff,2,2,2,THURSDAY,2,0,0,0,0,0,0,Business Entity Type 3,,0.642269428,,0.0907,0.028,0.9737,0.6396,0.0172,0,0.1379,0.1667,0.2083,0.0772,0.074,0.0714,0,0,0.0924,0.029,0.9737,0.6537,0.0173,0,0.1379,0.1667,0.2083,0.079,0.0808,0.0743,0,0,0.0916,0.028,0.9737,0.6444,0.0173,0,0.1379,0.1667,0.2083,0.0786,0.0752,0.0726,0,0,reg oper account,block of flats,0.066,"Stone, brick",No,0,0,0,0,-970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
101665,Cash loans,F,N,N,0,90000,360000,15264,360000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.030755,-23007,365243,-14236,-4957,,1,0,0,1,0,0,,1,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,0.715193604,0.712172662,0.740799088,0.1021,0.093,0.9801,0.728,0.0112,0,0.2069,0.1667,0.2083,0.078,0.0832,0.0884,0,0,0.104,0.0965,0.9801,0.7387,0.0113,0,0.2069,0.1667,0.2083,0.0797,0.0909,0.0921,0,0,0.1031,0.093,0.9801,0.7316,0.0113,0,0.2069,0.1667,0.2083,0.0793,0.0847,0.09,0,0,reg oper spec account,block of flats,0.0756,"Stone, brick",No,1,0,1,0,-2383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101667,Cash loans,F,N,N,0,135000,440784,27094.5,360000,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.007305,-8316,-319,-3102,-995,,1,1,0,1,0,1,,1,3,3,SATURDAY,12,0,0,0,0,0,0,Other,0.243460964,0.68103414,0.374020803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
101669,Cash loans,F,N,Y,0,67500,98109,7267.5,81000,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.009175,-22166,365243,-2123,-4288,,1,0,0,1,0,0,,1,2,2,FRIDAY,19,0,0,0,0,0,0,XNA,,0.713595984,0.301624892,0.2474,0.1297,0.9806,,,0,0.1379,0.1667,,0.0251,,0.1269,,0,0.2521,0.1346,0.9806,,,0,0.1379,0.1667,,0.0257,,0.1322,,0,0.2498,0.1297,0.9806,,,0,0.1379,0.1667,,0.0255,,0.1291,,0,,block of flats,0.1054,"Stone, brick",No,0,0,0,0,-339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
101674,Cash loans,M,Y,N,1,234000,552555,30105,477000,Other_A,Working,Higher education,Separated,With parents,0.008625,-9998,-420,-4577,-2665,14,1,1,0,1,0,0,Managers,2,2,2,TUESDAY,15,1,1,0,1,1,0,Business Entity Type 3,,0.412109114,0.513693766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
101675,Cash loans,F,N,N,0,180000,225000,22252.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-18309,-2256,-2627,-1866,,1,1,0,1,1,0,Sales staff,1,1,1,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.748531992,0.655421857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
101678,Cash loans,F,N,Y,0,171000,675000,25578,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.028663,-17673,-3060,-220,-1204,,1,1,0,1,0,0,Laborers,2,2,2,FRIDAY,9,0,0,0,0,0,0,Kindergarten,0.292475401,0.262952831,0.595456203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-710,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101682,Cash loans,F,N,N,0,135000,135000,16020,135000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.028663,-9006,-115,-2045,-1679,,1,1,1,1,0,0,Accountants,1,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.391569914,0.605474309,0.259467655,0.1134,0.0455,0.9955,0.9388,0.0372,0.08,0.0345,0.5833,0.625,,0.0925,0.1067,0.0154,0.0466,0.1155,0.0472,0.9955,0.9412,0.0375,0.0806,0.0345,0.5833,0.625,,0.101,0.1112,0.0156,0.0493,0.1145,0.0455,0.9955,0.9396,0.0374,0.08,0.0345,0.5833,0.625,,0.0941,0.1086,0.0155,0.0476,reg oper account,block of flats,0.1144,,No,0,0,0,0,-880,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
101686,Cash loans,F,N,Y,1,90000,177768,7960.5,135000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.030755,-21648,-1425,-66,-4722,,1,1,0,1,0,0,Security staff,2,2,2,TUESDAY,12,0,0,0,0,0,0,Other,,0.665839404,0.389338792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
101697,Cash loans,M,N,Y,8,180000,389844,18751.5,315000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-12883,-1674,-199,-3370,,1,1,0,1,0,0,Laborers,10,3,3,TUESDAY,4,0,1,1,0,1,1,Transport: type 4,0.332330163,0.502445566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
101700,Cash loans,F,N,N,1,135000,675000,36747,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.018029,-11642,-2054,-1020,-1349,,1,1,1,1,1,0,,3,3,3,THURSDAY,5,0,0,0,0,0,0,Business Entity Type 3,0.092205337,0.391915294,0.142872523,,,0.9747,,,,,,,,,,,,,,0.9747,,,,,,,,,,,,,,0.9747,,,,,,,,,,,,,block of flats,0.0312,"Stone, brick",No,2,0,2,0,-662,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101711,Cash loans,M,N,Y,0,90000,248760,25618.5,225000,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-24371,365243,-10264,-4186,,1,0,0,1,0,0,,2,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,,0.683503885,,0.1082,0.0756,0.993,0.898,0.1395,0.1,0.0862,0.3646,0.1667,0.0051,0.0829,0.1006,0.0051,0.0089,0.0777,0.0537,0.996,0.9412,0.0401,0.0403,0.0345,0.375,0.0417,0,0.0661,0.0685,0.0078,0,0.1041,0.0601,0.996,0.9396,0.1573,0.1,0.0862,0.375,0.0417,0.0052,0.0684,0.0827,0.0078,0.0009,org spec account,block of flats,0.0854,"Stone, brick",No,3,0,3,0,-1242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
101714,Cash loans,F,N,Y,0,202500,906660,34308,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.072508,-20266,365243,-7378,-3822,,1,0,0,1,1,0,,2,1,1,FRIDAY,16,0,0,0,0,0,0,XNA,0.631596332,0.687914943,0.45969045,0.0894,0.0802,0.9771,0.6396,0.0067,0.056,0.0828,0.425,0.3438,0,0.0706,0.1157,0.0106,0.1004,0.063,0.0414,0.9717,0.6276,0,0,0.0345,0.1667,0.2083,0,0.0551,0.0537,0,0,0.0911,0.0855,0.9737,0.6377,0.0034,0.08,0.1034,0.3333,0.2917,0,0.0701,0.1091,0,0.0508,not specified,block of flats,0.2457,Block,No,0,0,0,0,-389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
101715,Cash loans,F,N,Y,0,112500,424255.5,33646.5,346500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-13065,-348,-2746,-956,,1,1,0,1,0,0,Cleaning staff,2,3,2,FRIDAY,7,0,0,0,0,0,0,Business Entity Type 3,,0.483645301,0.275000352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,-1045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101728,Cash loans,F,N,Y,0,157500,543037.5,30451.5,463500,Unaccompanied,Commercial associate,Incomplete higher,Widow,Office apartment,0.003122,-17467,-4226,-477,-1017,,1,1,0,1,1,0,Managers,1,3,3,THURSDAY,13,0,0,0,0,0,0,Self-employed,0.710845397,0.577483544,0.450747282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,1,-1617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
101732,Cash loans,F,N,Y,0,157500,218016,17352,180000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-19356,365243,-971,-2267,,1,0,0,1,0,1,,2,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,0.432922177,0.621021654,0.502878277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-690,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101757,Cash loans,F,N,N,0,94500,174132,20664,157500,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.011703,-23439,365243,-10725,-4641,,1,0,0,1,0,0,,2,2,2,TUESDAY,15,0,0,0,0,0,0,XNA,0.302310098,0.335986107,0.289611238,0.033,,0.9603,,,0,0.1379,0.125,,0.0347,,0.0436,,0,0.0336,,0.9603,,,0,0.1379,0.125,,0.0355,,0.0455,,0,0.0333,,0.9603,,,0,0.1379,0.125,,0.0353,,0.0444,,0,,block of flats,0.0343,Block,No,2,1,2,1,-732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
101758,Cash loans,M,Y,Y,1,216000,163512,10449,135000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.028663,-9198,-1074,-806,-1626,7,1,1,1,1,0,1,,3,2,2,WEDNESDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.340102567,0.588048169,0.511891802,0.0639,0.0234,0.9747,,,0,0.1207,0.1667,,,,0.0373,,0,0.063,0,0.9747,,,0,0.1034,0.1667,,,,0.036,,0,0.0645,0.0234,0.9747,,,0,0.1207,0.1667,,,,0.038,,0,,block of flats,0.0522,"Stone, brick",No,1,0,1,0,-803,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101759,Cash loans,F,N,N,1,157500,468333,30060,382500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00496,-12971,-1774,-2704,-4319,,1,1,0,1,0,0,Laborers,3,2,2,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.276318505,0.641872412,0.560284328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
101762,Cash loans,F,N,N,0,675000,941580,98874,900000,Family,Working,Higher education,Married,House / apartment,0.072508,-17231,-2061,-7999,-774,,1,1,0,1,1,0,Managers,2,1,1,SATURDAY,18,0,0,0,0,0,0,Other,0.753938611,0.687135091,0.452533559,0.3804,,0.9811,,,0.64,0.2759,0.4583,,,,,,,0.3876,,0.9811,,,0.6445,0.2759,0.4583,,,,,,,0.3841,,0.9811,,,0.64,0.2759,0.4583,,,,,,,,block of flats,0.3072,Panel,No,0,0,0,0,-1128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101764,Cash loans,F,N,N,0,157500,272520,21528,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-16063,-2374,-9993,-4294,,1,1,1,1,1,0,Sales staff,2,2,2,MONDAY,11,0,0,0,0,0,0,Self-employed,0.369755091,0.612130046,0.529889834,0.2309,0.1506,0.9876,0.83,0.0581,0.24,0.2069,0.3333,0.375,0.0982,0.1883,0.246,0,0,0.2353,0.1563,0.9876,0.8367,0.0586,0.2417,0.2069,0.3333,0.375,0.1005,0.2057,0.2563,0,0,0.2332,0.1506,0.9876,0.8323,0.0585,0.24,0.2069,0.3333,0.375,0.0999,0.1915,0.2504,0,0,,block of flats,0.2606,Panel,No,0,0,0,0,-1553,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101780,Cash loans,M,N,Y,1,225000,432990,34339.5,382500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-11006,-542,-942,-3574,,1,1,0,1,0,0,Drivers,3,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.161275286,0.352171532,0.212756305,0.1031,0.113,0.9767,,,,0.2069,0.1667,,0.0205,,0.0609,,0.1749,0.105,0.1173,0.9767,,,,0.2069,0.1667,,0.021,,0.0634,,0.1851,0.1041,0.113,0.9767,,,,0.2069,0.1667,,0.0209,,0.062,,0.1785,,block of flats,0.0859,"Stone, brick",No,3,2,3,2,-767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
101784,Cash loans,M,N,Y,1,261000,1030680,63184.5,900000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006629,-19206,-3770,-3731,-2760,,1,1,0,1,0,0,Laborers,3,2,2,SATURDAY,8,0,0,0,0,0,0,Industry: type 9,0.733512139,0.774196109,0.676992503,0.1299,0.1484,0.9826,0.762,0.0276,0,0.2528,0.1667,0.0417,0.1013,0.1059,0.113,0,0.0138,0.084,0.0909,0.9821,0.7648,0.0106,0,0.1379,0.1667,0.0417,0.0796,0.0735,0.074,0,0.0093,0.1135,0.1314,0.9826,0.7652,0.0363,0,0.2414,0.1667,0.0417,0.1031,0.0932,0.0992,0,0.016,reg oper account,block of flats,0.1574,Panel,No,0,0,0,0,-461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101789,Cash loans,M,Y,Y,0,337500,1350000,43681.5,1350000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.019689,-17447,-3152,-3039,-879,7,1,1,0,1,0,0,High skill tech staff,2,2,2,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.784619026,0.657822989,0.531686143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,0,-2379,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101816,Cash loans,F,N,Y,0,90000,420498,20358,351000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164,-23043,365243,-3559,-4974,,1,0,0,1,0,0,,1,2,2,MONDAY,8,0,0,0,0,0,0,XNA,,0.385379159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
101819,Cash loans,M,Y,Y,0,180000,135000,11583,135000,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625,-17681,-452,-5965,-1215,2,1,1,0,1,1,0,Drivers,2,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.678859373,0.493862882,0.367,0.2283,0.9886,0.8436,0.1482,0.44,0.3793,0.3333,0.375,0.3209,0.2992,0.403,0,0.3784,0.3739,0.2369,0.9886,0.8497,0.1496,0.4431,0.3793,0.3333,0.375,0.3282,0.3269,0.4198,0,0.4006,0.3706,0.2283,0.9886,0.8457,0.1492,0.44,0.3793,0.3333,0.375,0.3264,0.3044,0.4102,0,0.3863,not specified,block of flats,0.3992,Panel,No,0,0,0,0,-1899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101827,Cash loans,F,N,Y,0,112500,460692,17496,301500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-20853,365243,-8462,-4370,,1,0,0,1,1,0,,2,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,0.784957926,0.764543328,0.681705878,0.1856,0.1485,0.9881,0.8368,0.0374,0.2,0.1724,0.3333,0.375,0.0834,0.1513,0.2097,0,0,0.1891,0.1541,0.9881,0.8432,0.0377,0.2014,0.1724,0.3333,0.375,0.0853,0.1653,0.2185,0,0,0.1874,0.1485,0.9881,0.839,0.0376,0.2,0.1724,0.3333,0.375,0.0849,0.1539,0.2135,0,0,reg oper account,block of flats,0.1854,Panel,No,0,0,0,0,-371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
101863,Cash loans,M,Y,Y,0,360000,225000,10822.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-19025,-1578,-1858,-2543,19,1,1,0,1,1,0,Laborers,2,3,3,FRIDAY,7,0,1,1,0,1,1,Construction,0.474284871,0.518908321,0.37571101,0.1052,,0.9767,,,0,0.1724,0.1667,,,,,,,0.1071,,0.9767,,,0,0.1724,0.1667,,,,,,,0.1062,,0.9767,,,0,0.1724,0.1667,,,,,,,,block of flats,0.0697,Panel,No,0,0,0,0,-2076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
101867,Cash loans,F,N,N,0,144000,769896,61857,720000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006296,-14883,-2292,-2282,-2074,,1,1,0,1,0,0,Sales staff,2,3,3,WEDNESDAY,12,0,1,1,0,1,1,Self-employed,0.476839995,0.632708572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
101870,Cash loans,F,N,N,0,135000,670500,38623.5,670500,"Spouse, partner",Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,0.072508,-14476,-4495,-8619,-5106,,1,1,1,1,1,0,,2,1,1,SUNDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.624913767,0.694903967,0.74766339,0.2598,0.1108,0.9856,,,0.16,0.069,0.875,,0.1804,,0.2582,,0.0777,0.2647,0.0886,0.9851,,,0.1611,0.069,0.875,,0.1845,,0.2669,,0.0693,0.2623,0.1108,0.9856,,,0.16,0.069,0.875,,0.1835,,0.2629,,0.0793,,block of flats,0.2157,Panel,No,3,0,3,0,-501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
101873,Cash loans,M,Y,Y,0,112500,407520,32328,360000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-16913,-910,-6422,-458,25,1,1,0,1,0,0,Laborers,2,2,2,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.690832232,0.129314289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101878,Cash loans,M,Y,Y,1,292500,393543,20223,328500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.00963,-14872,-1577,-7598,-5222,4,1,1,0,1,0,1,Core staff,3,2,2,THURSDAY,12,0,0,0,0,0,0,Housing,0.39589338,0.29342962,0.303146374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
101879,Cash loans,F,Y,N,0,225000,986418,45837,810000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018801,-22737,365243,-299,-4512,4,1,0,0,1,0,1,,2,2,2,SATURDAY,11,0,0,0,0,0,0,XNA,,0.374765777,0.680138822,0.0474,0.1207,0.9791,0.7144,,0,0.2759,0.1667,,0.1442,0.0336,0.1021,0.0232,0,0.0483,0.1253,0.9791,0.7256,,0,0.2759,0.1667,,0.1475,0.0367,0.1064,0.0233,0,0.0479,0.1207,0.9791,0.7182,,0,0.2759,0.1667,,0.1467,0.0342,0.1039,0.0233,0,reg oper spec account,block of flats,0.1323,Panel,No,12,0,12,0,-1785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
101880,Cash loans,F,Y,Y,0,360000,819000,39532.5,819000,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-14831,-879,-324,-2381,2,1,1,0,1,0,0,Sales staff,2,1,1,SATURDAY,17,0,1,1,0,0,0,Business Entity Type 3,,0.722971798,0.600657537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101887,Cash loans,M,N,Y,1,247500,1094688,39451.5,945000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.04622,-9535,-328,-4248,-1764,,1,1,0,1,0,1,Sales staff,3,1,1,THURSDAY,16,0,1,1,0,0,0,Business Entity Type 3,0.610654967,0.674193604,0.277885689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101897,Cash loans,F,N,N,0,90000,539100,26064,450000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.005002,-21011,365243,-10155,-4432,,1,0,0,1,1,0,,1,3,3,MONDAY,13,0,0,0,0,0,0,XNA,,0.548504237,0.792264474,0.0021,,0.9861,,,,0.0345,0,,0.0009,,0.0027,,0.0036,0.0021,,0.9861,,,,0.0345,0,,0.001,,0.0028,,0.0038,0.0021,,0.9861,,,,0.0345,0,,0.001,,0.0028,,0.0037,,block of flats,0.0021,Others,No,0,0,0,0,-240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
